;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo;;
319;arica;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;19;2011;15101;;
320;arica;tiene una discapacidad,  necesita establecimiento especial;aymara;hombre;10;2011;15101;;
321;arica;terminó estudiar;coya;mujer;9;2011;15101;;
322;arica;embarazo, maternidad o paternidad;mapuche;mujer;32;2011;15101;;
323;arica;no le interesa;no pertenece a ningún pueblo indígena;hombre;337;2011;15101;;
324;arica;a su edad no le sirve estudiar o no conoce la manera;aymara;mujer;14;2011;15101;;
325;arica;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;57;2011;15101;;
326;arica;problemas familiares;no pertenece a ningún pueblo indígena;mujer;143;2011;15101;;
327;arica;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;127;2011;15101;;
328;arica;terminó estudiar;aymara;hombre;1124;2011;15101;;
329;arica;trabaja o busca trabajo;mapuche;hombre;158;2011;15101;;
330;arica;problemas familiares;aymara;hombre;25;2011;15101;;
331;arica;trabaja o busca trabajo;atacameño (likán antai);hombre;9;2011;15101;;
332;arica;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;27;2011;15101;;
333;arica;trabaja o busca trabajo;mapuche;mujer;52;2011;15101;;
334;arica;embarazo, maternidad o paternidad;aymara;hombre;32;2011;15101;;
335;arica;terminó estudiar;atacameño (likán antai);mujer;13;2011;15101;;
336;arica;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;10;2011;15101;;
337;arica;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;15;2011;15101;;
338;arica;trabaja o busca trabajo;quechua;hombre;30;2011;15101;;
339;arica;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3690;2011;15101;;
340;arica;dificultad económica;aymara;hombre;137;2011;15101;;
341;arica;otra razón;mapuche;hombre;20;2011;15101;;
342;arica;no le interesa;no pertenece a ningún pueblo indígena;mujer;434;2011;15101;;
343;arica;ayuda en la casa o quehaceres del hogar;aymara;mujer;337;2011;15101;;
344;arica;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;10;2011;15101;;
345;arica;otra razón;no pertenece a ningún pueblo indígena;mujer;135;2011;15101;;
346;arica;dificultad económica;no pertenece a ningún pueblo indígena;hombre;826;2011;15101;;
347;arica;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;32;2011;15101;;
348;arica;problemas de rendimiento;aymara;hombre;68;2011;15101;;
349;arica;otra razón;no pertenece a ningún pueblo indígena;hombre;175;2011;15101;;
350;arica;embarazo, maternidad o paternidad;aymara;mujer;460;2011;15101;;
351;arica;terminó estudiar;diaguita;hombre;20;2011;15101;;
352;arica;trabaja o busca trabajo;aymara;mujer;789;2011;15101;;
353;arica;terminó estudiar;mapuche;hombre;108;2011;15101;;
354;aysén;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;19;2011;11201;;
355;aysén;no le interesa;mapuche;hombre;23;2011;11201;;
356;aysén;enfermedad que lo inhabilita;mapuche;mujer;10;2011;11201;;
357;aysén;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;8;2011;11201;;
358;aysén;ayuda en la casa o quehaceres del hogar;mapuche;mujer;30;2011;11201;;
359;aysén;no le interesa;kawésqar (alacalufes);hombre;6;2011;11201;;
360;aysén;trabaja o busca trabajo;mapuche;hombre;317;2011;11201;;
361;aysén;trabaja o busca trabajo;kawésqar (alacalufes);hombre;12;2011;11201;;
362;aysén;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;28;2011;11201;;
363;aysén;trabaja o busca trabajo;yagán (yámana);mujer;48;2011;11201;;
364;aysén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;9;2011;11201;;
365;aysén;problemas de rendimiento;mapuche;hombre;12;2011;11201;;
366;aysén;expulsión o cancelación de matrícula;mapuche;mujer;14;2011;11201;;
367;aysén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;333;2011;11201;;
368;aysén;terminó estudiar;rapa nui (pascuense);mujer;4;2011;11201;;
369;aysén;terminó estudiar;mapuche;mujer;58;2011;11201;;
370;aysén;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;12;2011;11201;;
371;aysén;otra razón;no pertenece a ningún pueblo indígena;mujer;19;2011;11201;;
372;aysén;dificultad económica;mapuche;mujer;14;2011;11201;;
373;aysén;trabaja o busca trabajo;mapuche;mujer;240;2011;11201;;
374;aysén;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;134;2011;11201;;
375;aysén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;250;2011;11201;;
376;aysén;terminó estudiar;kawésqar (alacalufes);mujer;6;2011;11201;;
377;aysén;problemas familiares;mapuche;hombre;6;2011;11201;;
378;aysén;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;260;2011;11201;;
379;aysén;dificultad económica;no pertenece a ningún pueblo indígena;hombre;63;2011;11201;;
380;aysén;no le interesa;mapuche;mujer;10;2011;11201;;
381;aysén;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;12;2011;11201;;
382;aysén;no le interesa;quechua;mujer;16;2011;11201;;
383;aysén;tiene una discapacidad,  necesita establecimiento especial;quechua;hombre;6;2011;11201;;
384;aysén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;725;2011;11201;;
385;aysén;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;4;2011;11201;;
386;aysén;problemas de rendimiento;aymara;mujer;6;2011;11201;;
387;aysén;no le interesa;no pertenece a ningún pueblo indígena;mujer;72;2011;11201;;
388;aysén;no le interesa;no pertenece a ningún pueblo indígena;hombre;81;2011;11201;;
389;aysén;problemas de rendimiento;aymara;hombre;6;2011;11201;;
390;aysén;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;396;2011;11201;;
391;aysén;otra razón;no pertenece a ningún pueblo indígena;hombre;30;2011;11201;;
392;aysén;terminó estudiar;mapuche;hombre;22;2011;11201;;
393;aysén;dificultad económica;mapuche;hombre;20;2011;11201;;
394;aysén;embarazo, maternidad o paternidad;mapuche;mujer;124;2011;11201;;
395;aysén;trabaja o busca trabajo;quechua;hombre;23;2011;11201;;
396;aysén;dificultad económica;no pertenece a ningún pueblo indígena;mujer;58;2011;11201;;
397;aysén;problemas familiares;no pertenece a ningún pueblo indígena;mujer;7;2011;11201;;
398;aysén;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;7;2011;11201;;
399;buin;otra razón;no pertenece a ningún pueblo indígena;mujer;103;2011;13402;;
400;buin;problemas familiares;no pertenece a ningún pueblo indígena;hombre;131;2011;13402;;
401;buin;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;858;2011;13402;;
402;buin;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;624;2011;13402;;
403;buin;dificultad económica;no pertenece a ningún pueblo indígena;hombre;298;2011;13402;;
404;buin;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;4269;2011;13402;;
405;buin;no le interesa;no pertenece a ningún pueblo indígena;mujer;62;2011;13402;;
406;buin;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;604;2011;13402;;
407;buin;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;685;2011;13402;;
408;buin;trabaja o busca trabajo;mapuche;mujer;103;2011;13402;;
409;buin;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;2678;2011;13402;;
410;buin;trabaja o busca trabajo;mapuche;hombre;192;2011;13402;;
411;buin;dificultad económica;no pertenece a ningún pueblo indígena;mujer;223;2011;13402;;
412;bulnes;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1214;2011;16102;;
413;bulnes;dificultad económica;no pertenece a ningún pueblo indígena;mujer;190;2011;16102;;
414;bulnes;trabaja o busca trabajo;mapuche;mujer;54;2011;16102;;
415;bulnes;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;524;2011;16102;;
416;bulnes;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;232;2011;16102;;
417;bulnes;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;260;2011;16102;;
418;bulnes;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;38;2011;16102;;
419;bulnes;no le interesa;no pertenece a ningún pueblo indígena;hombre;76;2011;16102;;
420;bulnes;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;38;2011;16102;;
421;bulnes;dificultad económica;mapuche;mujer;39;2011;16102;;
422;bulnes;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;225;2011;16102;;
423;bulnes;otra razón;no pertenece a ningún pueblo indígena;mujer;38;2011;16102;;
424;bulnes;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;54;2011;16102;;
425;bulnes;no le interesa;no pertenece a ningún pueblo indígena;mujer;148;2011;16102;;
426;cabildo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;27;2011;5402;;
427;cabildo;dificultad económica;no pertenece a ningún pueblo indígena;mujer;436;2011;5402;;
428;cabildo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;180;2011;5402;;
429;cabildo;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;58;2011;5402;;
430;cabildo;dificultad económica;no pertenece a ningún pueblo indígena;hombre;419;2011;5402;;
431;cabildo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;42;2011;5402;;
432;cabildo;no le interesa;no pertenece a ningún pueblo indígena;mujer;45;2011;5402;;
433;cabildo;no le interesa;no pertenece a ningún pueblo indígena;hombre;125;2011;5402;;
434;cabildo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;331;2011;5402;;
435;cabildo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;672;2011;5402;;
436;cabildo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;483;2011;5402;;
437;cabildo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;389;2011;5402;;
438;cabildo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;45;2011;5402;;
439;cabildo;embarazo, maternidad o paternidad;mapuche;mujer;58;2011;5402;;
440;cabrero;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;578;2011;8303;;
441;cabrero;dificultad económica;no pertenece a ningún pueblo indígena;hombre;549;2011;8303;;
442;cabrero;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1267;2011;8303;;
443;cabrero;otra razón;no pertenece a ningún pueblo indígena;hombre;54;2011;8303;;
444;cabrero;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;137;2011;8303;;
445;cabrero;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;208;2011;8303;;
446;cabrero;dificultad económica;no pertenece a ningún pueblo indígena;mujer;338;2011;8303;;
447;cabrero;no le interesa;no pertenece a ningún pueblo indígena;hombre;130;2011;8303;;
448;cabrero;otra razón;no pertenece a ningún pueblo indígena;mujer;117;2011;8303;;
449;cabrero;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;74;2011;8303;;
450;cabrero;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;255;2011;8303;;
451;cabrero;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;804;2011;8303;;
452;cabrero;problemas familiares;no pertenece a ningún pueblo indígena;hombre;63;2011;8303;;
453;cabrero;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;177;2011;8303;;
454;cabrero;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;305;2011;8303;;
455;calama;terminó estudiar;mapuche;hombre;94;2011;2201;;
456;calama;no le interesa;no pertenece a ningún pueblo indígena;hombre;389;2011;2201;;
457;calama;terminó estudiar;mapuche;mujer;64;2011;2201;;
458;calama;embarazo, maternidad o paternidad;diaguita;mujer;119;2011;2201;;
459;calama;embarazo, maternidad o paternidad;mapuche;mujer;67;2011;2201;;
460;calama;otra razón;atacameño (likán antai);mujer;112;2011;2201;;
461;calama;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;2341;2011;2201;;
462;calama;dificultad económica;aymara;hombre;133;2011;2201;;
463;calama;dificultad económica;no pertenece a ningún pueblo indígena;hombre;619;2011;2201;;
464;calama;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;6119;2011;2201;;
465;calama;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;hombre;25;2011;2201;;
466;calama;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;2806;2011;2201;;
467;calama;dificultad económica;atacameño (likán antai);hombre;636;2011;2201;;
468;calama;ayuda en la casa o quehaceres del hogar;atacameño (likán antai);mujer;210;2011;2201;;
469;calama;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;121;2011;2201;;
470;calama;otra razón;diaguita;mujer;28;2011;2201;;
471;calama;terminó estudiar;atacameño (likán antai);mujer;375;2011;2201;;
472;calama;dificultad económica;quechua;hombre;14;2011;2201;;
473;calama;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;59;2011;2201;;
474;calama;tiene una discapacidad,  necesita establecimiento especial;no pertenece a ningún pueblo indígena;mujer;27;2011;2201;;
475;calama;problemas familiares;no pertenece a ningún pueblo indígena;mujer;105;2011;2201;;
476;calama;ayuda en la casa o quehaceres del hogar;aymara;hombre;28;2011;2201;;
477;calama;trabaja o busca trabajo;quechua;mujer;123;2011;2201;;
478;calama;no existe establecimiento cercano;atacameño (likán antai);hombre;11;2011;2201;;
479;calama;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;2562;2011;2201;;
480;calama;trabaja o busca trabajo;aymara;hombre;250;2011;2201;;
481;calama;no le interesa;quechua;mujer;25;2011;2201;;
482;calama;embarazo, maternidad o paternidad;coya;mujer;16;2011;2201;;
483;calama;no le interesa;no pertenece a ningún pueblo indígena;mujer;91;2011;2201;;
484;calama;trabaja o busca trabajo;atacameño (likán antai);mujer;586;2011;2201;;
485;calama;terminó estudiar;diaguita;hombre;119;2011;2201;;
486;calama;trabaja o busca trabajo;mapuche;mujer;53;2011;2201;;
487;calama;a su edad no le sirve estudiar o no conoce la manera;atacameño (likán antai);hombre;39;2011;2201;;
488;calama;dificultad económica;quechua;mujer;30;2011;2201;;
489;calama;enfermedad que lo inhabilita;atacameño (likán antai);mujer;19;2011;2201;;
490;calama;otra razón;no pertenece a ningún pueblo indígena;hombre;198;2011;2201;;
491;calama;embarazo, maternidad o paternidad;atacameño (likán antai);mujer;171;2011;2201;;
492;calama;dificultad económica;diaguita;mujer;85;2011;2201;;
493;calama;dificultad económica;no pertenece a ningún pueblo indígena;mujer;721;2011;2201;;
494;calama;trabaja o busca trabajo;mapuche;hombre;133;2011;2201;;
495;calama;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;46;2011;2201;;
496;calama;no le interesa;quechua;hombre;22;2011;2201;;
497;calama;ayuda en la casa o quehaceres del hogar;quechua;mujer;16;2011;2201;;
498;calama;trabaja o busca trabajo;aymara;mujer;50;2011;2201;;
499;calama;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;663;2011;2201;;
500;calama;dificultad económica;atacameño (likán antai);mujer;159;2011;2201;;
501;calama;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;19;2011;2201;;
502;calama;terminó estudiar;atacameño (likán antai);hombre;251;2011;2201;;
503;calama;trabaja o busca trabajo;quechua;hombre;162;2011;2201;;
504;calama;a su edad no le sirve estudiar o no conoce la manera;no pertenece a ningún pueblo indígena;mujer;39;2011;2201;;
505;calama;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;24;2011;2201;;
506;calama;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;67;2011;2201;;
507;calama;embarazo, maternidad o paternidad;quechua;mujer;41;2011;2201;;
508;calama;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1749;2011;2201;;
509;calama;otra razón;no pertenece a ningún pueblo indígena;mujer;406;2011;2201;;
510;calama;otra razón;atacameño (likán antai);hombre;66;2011;2201;;
511;calama;terminó estudiar;diaguita;mujer;176;2011;2201;;
512;calama;problemas familiares;no pertenece a ningún pueblo indígena;hombre;58;2011;2201;;
513;calama;trabaja o busca trabajo;atacameño (likán antai);hombre;927;2011;2201;;
514;calama;dificultad económica;mapuche;hombre;85;2011;2201;;
515;calama;terminó estudiar;quechua;mujer;126;2011;2201;;
516;calama;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;49;2011;2201;;
517;calama;terminó estudiar;aymara;hombre;18;2011;2201;;
518;calama;enfermedad que lo inhabilita;atacameño (likán antai);hombre;26;2011;2201;;
