",""a"",""unlist.b."",""unlist.c."",""unlist.d."",""Freq"",""anio"",""codigo"""
"216,""Canela"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",12,""2017"",4202"
"217,""Cañete"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",61,""2017"",8203"
"218,""Cañete"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",201,""2017"",8203"
"219,""Cañete"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",8203"
"220,""Cañete"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",73,""2017"",8203"
"221,""Cañete"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",94,""2017"",8203"
"222,""Cañete"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",231,""2017"",8203"
"223,""Carahue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",128,""2017"",9102"
"224,""Carahue"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",222,""2017"",9102"
"225,""Carahue"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",160,""2017"",9102"
"226,""Carahue"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",206,""2017"",9102"
"227,""Carahue"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",48,""2017"",9102"
"228,""Carahue"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Mujer"",90,""2017"",9102"
"229,""Carahue"",""No tiene con quien dejar a adultos mayores"",""Mapuche"",""Mujer"",48,""2017"",9102"
"230,""Cartagena"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Hombre"",143,""2017"",5603"
"231,""Cartagena"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",35,""2017"",5603"
"232,""Cartagena"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""Mapuche"",""Hombre"",39,""2017"",5603"
"233,""Cartagena"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",74,""2017"",5603"
"234,""Cartagena"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",267,""2017"",5603"
"235,""Cartagena"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",416,""2017"",5603"
"236,""Casablanca"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",100,""2017"",5102"
"237,""Casablanca"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",72,""2017"",5102"
"238,""Casablanca"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",375,""2017"",5102"
"239,""Castro"",""Estudiante"",""Mapuche"",""Mujer"",99,""2017"",10201"
"240,""Castro"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",88,""2017"",10201"
"241,""Castro"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",98,""2017"",10201"
"242,""Catemu"",""Las reglas, horarios y distancias de los trabajos no le acom"",""No pertenece a ningún pueblo indígena"",""Mujer"",52,""2017"",5702"
"243,""Catemu"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",68,""2017"",5702"
"244,""Catemu"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",264,""2017"",5702"
"245,""Catemu"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Hombre"",52,""2017"",5702"
"246,""Catemu"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",68,""2017"",5702"
"247,""Catemu"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",72,""2017"",5702"
"248,""Catemu"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",141,""2017"",5702"
"249,""Cauquenes"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",7201"
"250,""Cauquenes"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",62,""2017"",7201"
"251,""Cauquenes"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",53,""2017"",7201"
"252,""Cauquenes"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Hombre"",36,""2017"",7201"
"253,""Cauquenes"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",96,""2017"",7201"
"254,""Cauquenes"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",180,""2017"",7201"
"255,""Cauquenes"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",235,""2017"",7201"
"256,""Cauquenes"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",280,""2017"",7201"
"257,""Cauquenes"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",36,""2017"",7201"
"258,""Cerrillos"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",273,""2017"",13102"
"259,""Cerrillos"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",382,""2017"",13102"
"260,""Cerrillos"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",182,""2017"",13102"
"261,""Cerro Navia"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",387,""2017"",13103"
"262,""Cerro Navia"",""No tiene interés en trabajar"",""Mapuche"",""Hombre"",290,""2017"",13103"
"263,""Cerro Navia"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Mujer"",153,""2017"",13103"
"264,""Cerro Navia"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",245,""2017"",13103"
"265,""Cerro Navia"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",371,""2017"",13103"
"266,""Cerro Navia"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",153,""2017"",13103"
"267,""Cerro Navia"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",453,""2017"",13103"
"268,""Cerro Navia"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",245,""2017"",13103"
"269,""Cerro Navia"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",251,""2017"",13103"
"270,""Cerro Navia"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",480,""2017"",13103"
"271,""Chanco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",13,""2017"",7202"
"272,""Chanco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",7202"
"273,""Chanco"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Mujer"",12,""2017"",7202"
"274,""Chanco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",15,""2017"",7202"
"275,""Chanco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",23,""2017"",7202"
"276,""Chañaral"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",70,""2017"",3201"
"277,""Chañaral"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",3201"
"278,""Chiguayante"",""Quehaceres del hogar"",""Mapuche"",""Mujer"",79,""2017"",8103"
"279,""Chiguayante"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",212,""2017"",8103"
"280,""Chiguayante"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",412,""2017"",8103"
"281,""Chiguayante"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",457,""2017"",8103"
"282,""Chiguayante"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",169,""2017"",8103"
"283,""Chiguayante"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",106,""2017"",8103"
"284,""Chiguayante"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",90,""2017"",8103"
"285,""Chile Chico"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",56,""2017"",11401"
"286,""Chile Chico"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",139,""2017"",11401"
"287,""Chile Chico"",""Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r"",""No pertenece a ningún pueblo indígena"",""Mujer"",27,""2017"",11401"
"288,""Chile Chico"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""Mapuche"",""Mujer"",27,""2017"",11401"
"289,""Chile Chico"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Hombre"",28,""2017"",11401"
"290,""Chile Chico"",""Busca cuando realmente lo necesita o tiene trabajo esporádic"",""No pertenece a ningún pueblo indígena"",""Hombre"",28,""2017"",11401"
"291,""Chile Chico"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",26,""2017"",11401"
"292,""Chile Chico"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",28,""2017"",11401"
"293,""Chile Chico"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",54,""2017"",11401"
"294,""Chile Chico"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",26,""2017"",11401"
"295,""Chillán"",""No tiene interés en trabajar"",""No pertenece a ningún pueblo indígena"",""Mujer"",88,""2017"",16101"
"296,""Chillán"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",189,""2017"",16101"
"297,""Chillán"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Hombre"",117,""2017"",16101"
"298,""Chillán"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",79,""2017"",16101"
"299,""Chillán"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",455,""2017"",16101"
"300,""Chillán"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",1053,""2017"",16101"
"301,""Chillán"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",1885,""2017"",16101"
"302,""Chillán"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Mujer"",131,""2017"",16101"
"303,""Chillán"",""Se cansó de buscar o cree que no hay trabajo disponible"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",16101"
"304,""Chillán"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",167,""2017"",16101"
"305,""Chillán"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",477,""2017"",16101"
"306,""Chillán"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",82,""2017"",16101"
"307,""Chillán"",""Está esperando resultado de gestiones ya emprendidas"",""No pertenece a ningún pueblo indígena"",""Mujer"",46,""2017"",16101"
"308,""Chillán"",""Está enfermo o tiene una discapacidad"",""Mapuche"",""Mujer"",55,""2017"",16101"
"309,""Chillán"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",77,""2017"",16101"
"310,""Chillán"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Mujer"",80,""2017"",16101"
"311,""Chillán"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",451,""2017"",16101"
"312,""Chillán Viejo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",84,""2017"",16103"
"313,""Chillán Viejo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",191,""2017"",16103"
"314,""Chillán Viejo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",324,""2017"",16103"
"315,""Chillán Viejo"",""Otra razón"",""No pertenece a ningún pueblo indígena"",""Mujer"",21,""2017"",16103"
"316,""Chillán Viejo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",40,""2017"",16103"
"317,""Chillán Viejo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",142,""2017"",16103"
"318,""Chillán Viejo"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",17,""2017"",16103"
"319,""Chillán Viejo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",330,""2017"",16103"
"320,""Chimbarongo"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",108,""2017"",6303"
"321,""Chimbarongo"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",102,""2017"",6303"
"322,""Chimbarongo"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",51,""2017"",6303"
"323,""Chimbarongo"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",51,""2017"",6303"
"324,""Cholchol"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""Mapuche"",""Hombre"",15,""2017"",9121"
"325,""Cholchol"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",15,""2017"",9121"
"326,""Cholchol"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",15,""2017"",9121"
"327,""Chonchi"",""Jubilado(a), pensionado(a) o montepiado(a)"",""Mapuche"",""Hombre"",40,""2017"",10203"
"328,""Cisnes"",""Las reglas, horarios y distancias de los trabajos no le acom"",""Mapuche"",""Mujer"",31,""2017"",11202"
"329,""Cisnes"",""No tiene con quien dejar a los niños"",""Mapuche"",""Mujer"",29,""2017"",11202"
"330,""Cisnes"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",93,""2017"",11202"
"331,""Cisnes"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",29,""2017"",11202"
"332,""Cobquecura"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",22,""2017"",16202"
"333,""Cobquecura"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",6,""2017"",16202"
"334,""Cobquecura"",""No tiene con quien dejar a otro familiar"",""Mapuche"",""Mujer"",6,""2017"",16202"
"335,""Cobquecura"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",40,""2017"",16202"
"336,""Cobquecura"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",28,""2017"",16202"
"337,""Cobquecura"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",15,""2017"",16202"
"338,""Cobquecura"",""Piensa que nadie le dará trabajo (porque no cuenta con la ca"",""No pertenece a ningún pueblo indígena"",""Hombre"",6,""2017"",16202"
"339,""Codegua"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",48,""2017"",6102"
"340,""Codegua"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",28,""2017"",6102"
"341,""Codegua"",""Estudiante"",""No pertenece a ningún pueblo indígena"",""Mujer"",41,""2017"",6102"
"342,""Coelemu"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",96,""2017"",16203"
"343,""Coelemu"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",135,""2017"",16203"
"344,""Coelemu"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Hombre"",29,""2017"",16203"
"345,""Coelemu"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",87,""2017"",16203"
"346,""Coihueco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",263,""2017"",16302"
"347,""Coihueco"",""No tiene con quien dejar a adultos mayores"",""No pertenece a ningún pueblo indígena"",""Mujer"",72,""2017"",16302"
"348,""Coihueco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",252,""2017"",16302"
"349,""Coihueco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Mujer"",223,""2017"",16302"
"350,""Coihueco"",""No tiene con quien dejar a otro familiar"",""No pertenece a ningún pueblo indígena"",""Hombre"",82,""2017"",16302"
"351,""Coinco"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",277,""2017"",6103"
"352,""Coinco"",""No tiene con quien dejar a los niños"",""No pertenece a ningún pueblo indígena"",""Mujer"",68,""2017"",6103"
"353,""Coinco"",""Jubilado(a), pensionado(a) o montepiado(a)"",""No pertenece a ningún pueblo indígena"",""Hombre"",23,""2017"",6103"
"354,""Coinco"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",20,""2017"",6103"
"355,""Colbún"",""Quehaceres del hogar"",""No pertenece a ningún pueblo indígena"",""Mujer"",237,""2017"",7402"
"356,""Colbún"",""Está enfermo o tiene una discapacidad"",""No pertenece a ningún pueblo indígena"",""Mujer"",330,""2017"",7402"
